iter	TotalF1	MultiClass
884	0.6660909394	0.6860435072
885	0.6661252383	0.6860221352
886	0.6661401247	0.6860025784
887	0.666167714	0.6859895266
888	0.6661752858	0.6859544683
889	0.6661782994	0.6859392336
890	0.6662106152	0.6859213252
891	0.6662768848	0.6858991647
892	0.6662899177	0.6858802599
893	0.6662990707	0.6858697116
894	0.666285543	0.6858553475
895	0.6663212122	0.6858399567
896	0.6663824221	0.6858170091
897	0.6663717609	0.6857745499
898	0.666382225	0.6857381804
899	0.6663800013	0.6857213859
900	0.6663987418	0.6856917743
901	0.6663696366	0.6856717805
902	0.6664149206	0.685644788
903	0.6664254304	0.6856339738
904	0.666444425	0.6856120515
905	0.6663902768	0.6855993723
906	0.6664236901	0.6855785588
907	0.6664766134	0.6855545341
908	0.6664780108	0.6855282929
909	0.6665193248	0.685512624
910	0.6665544304	0.685487925
911	0.6665390292	0.6854657304
912	0.6665714097	0.6854327143
913	0.6665944287	0.6854210349
914	0.6665953229	0.6854025684
915	0.6665708095	0.6853794855
916	0.6666674112	0.6853538146
917	0.6666445257	0.6853384916
918	0.6666483678	0.6853277364
919	0.6666870813	0.6853083964
920	0.6667159223	0.6852980021
921	0.6666877889	0.6852744137
922	0.6667178683	0.6852586223
923	0.6667264561	0.6852400135
924	0.666719558	0.6852265431
925	0.6666898557	0.6852146189
926	0.6666560982	0.6851980339
927	0.6667130727	0.6851831769
928	0.6667232607	0.6851672803
929	0.6667484913	0.6851493497
930	0.6667546124	0.6851340512
931	0.6668911775	0.6851071665
932	0.6668780769	0.6850723858
933	0.666917103	0.6850460618
934	0.6669428614	0.6850318042
935	0.6669593738	0.685016661
936	0.6670047643	0.6849885806
937	0.6670314484	0.6849629995
938	0.6670278624	0.6849382068
939	0.666979305	0.6849227592
940	0.6669437375	0.6848947529
941	0.666946158	0.68487729
942	0.6668994581	0.6848623954
943	0.6668955744	0.6848464356
944	0.6669224324	0.6848293818
945	0.6669586353	0.6847996523
946	0.6669923663	0.6847843448
947	0.6669891501	0.684767655
948	0.6669938248	0.6847465626
949	0.6670111027	0.6847151601
950	0.6669851057	0.6846999449
951	0.6670310201	0.6846803509
952	0.6670680602	0.6846545339
953	0.6670650869	0.6846484287
954	0.6670380929	0.6846311687
955	0.6670691085	0.6846006326
956	0.6670534161	0.684589971
957	0.6670745325	0.6845733013
958	0.667109765	0.6845359258
959	0.6671749815	0.6845054818
960	0.667204832	0.6844814895
961	0.6672190789	0.6844682687
962	0.6672153782	0.6844574745
963	0.6671741456	0.6844317092
964	0.667164909	0.6844132683
965	0.6671730479	0.6843925628
966	0.6672030471	0.6843496043
967	0.6673207996	0.6843298602
968	0.6673105932	0.6843174322
969	0.6673227076	0.6843060979
970	0.6673449918	0.6842877816
971	0.6673616076	0.6842725234
972	0.66732706	0.6842614572
973	0.6673362502	0.6842308335
974	0.6673554405	0.6841897935
975	0.6673412819	0.6841637274
976	0.6673526469	0.6841428948
977	0.6674237447	0.6841235094
978	0.6674462719	0.6840992523
979	0.6674161483	0.6840840784
980	0.6674180015	0.6840652496
981	0.6673847956	0.6840475464
982	0.6673528558	0.6840302619
983	0.6674248663	0.6840058913
984	0.6674310374	0.6839914466
985	0.6674243847	0.6839766338
986	0.667339633	0.6839581529
987	0.6674650193	0.6839342094
988	0.6674793428	0.6839169071
989	0.6675009081	0.6838908887
990	0.6675224517	0.6838676851
991	0.6675318973	0.6838458787
992	0.667617244	0.6838153875
993	0.6675722717	0.6838052933
994	0.667578301	0.6837937217
995	0.6676569909	0.6837755239
996	0.6676090092	0.6837621591
997	0.6676427332	0.683747598
998	0.6675918695	0.6837308603
999	0.6676349056	0.6837143674
